apartment_Name,apartment_Num,date,deposit,dong_Name,dong_Num,floor,monthly,price,pyeongName,type_List
개포래미안포레스트,119219,"('2021', 10, '13')",,개포동,1168010300,5,,185000,74,A1
개포래미안포레스트,119219,"('2021', 6, '15')",,개포동,1168010300,6,,185000,74,A1
개포래미안포레스트,119219,"('2021', 5, '22')",,개포동,1168010300,7,,180000,74,A1
개포래미안포레스트,119219,"('2019', 7, '11')",,개포동,1168010300,6,,113446,74,A1
개포래미안포레스트,119219,"('2019', 6, '4')",,개포동,1168010300,9,,109954,74,A1
개포래미안포레스트,119219,"('2019', 6, '4')",,개포동,1168010300,9,,115000,74,A1
개포래미안포레스트,119219,"('2021', 10, '25')",,개포동,1168010300,5,,100000,74,B1
개포래미안포레스트,119219,"('2021', 7, '26')",,개포동,1168010300,9,,105000,74,B1
개포래미안포레스트,119219,"('2021', 5, '28')",,개포동,1168010300,5,,95000,74,B1
개포래미안포레스트,119219,"('2021', 1, '16')",,개포동,1168010300,7,,100000,74,B1
개포래미안포레스트,119219,"('2021', 1, '5')",,개포동,1168010300,7,,90000,74,B1
개포래미안포레스트,119219,"('2022', 1, '8')",50000,개포동,1168010300,5,140,,74,B2
개포래미안포레스트,119219,"('2021', 12, '8')",19840,개포동,1168010300,3,69,,74,B2
개포래미안포레스트,119219,"('2021', 12, '7')",19840,개포동,1168010300,3,69,,74,B2
개포래미안포레스트,119219,"('2021', 12, '6')",9920,개포동,1168010300,2,90,,74,B2
개포래미안포레스트,119219,"('2021', 12, '6')",19840,개포동,1168010300,2,69,,74,B2
개포래미안포레스트,119219,"('2021', 12, '2')",19840,개포동,1168010300,3,69,,74,B2
개포래미안포레스트,119219,"('2021', 12, '1')",19840,개포동,1168010300,3,69,,74,B2
개포래미안포레스트,119219,"('2021', 12, '1')",23720,개포동,1168010300,3,50,,74,B2
개포래미안포레스트,119219,"('2021', 10, '20')",,개포동,1168010300,15,,220000,86A,A1
개포래미안포레스트,119219,"('2021', 10, '9')",,개포동,1168010300,9,,224900,86A,A1
개포래미안포레스트,119219,"('2021', 9, '17')",,개포동,1168010300,8,,210000,86A,A1
개포래미안포레스트,119219,"('2021', 8, '21')",,개포동,1168010300,6,,199500,86A,A1
개포래미안포레스트,119219,"('2021', 6, '13')",,개포동,1168010300,5,,210000,86A,A1
개포래미안포레스트,119219,"('2021', 6, '13')",,개포동,1168010300,5,,210000,86A,A1
개포래미안포레스트,119219,"('2022', 1, '22')",,개포동,1168010300,8,,110000,86A,B1
개포래미안포레스트,119219,"('2022', 1, '21')",,개포동,1168010300,13,,117000,86A,B1
개포래미안포레스트,119219,"('2022', 1, '10')",,개포동,1168010300,18,,120000,86A,B1
개포래미안포레스트,119219,"('2022', 1, '4')",,개포동,1168010300,13,,110000,86A,B1
개포래미안포레스트,119219,"('2021', 12, '31')",,개포동,1168010300,4,,110000,86A,B1
개포래미안포레스트,119219,"('2021', 12, '30')",,개포동,1168010300,15,,108000,86A,B1
개포래미안포레스트,119219,"('2021', 12, '26')",,개포동,1168010300,10,,100000,86A,B1
개포래미안포레스트,119219,"('2021', 12, '1')",,개포동,1168010300,8,,110000,86A,B1
개포래미안포레스트,119219,"('2022', 1, '28')",28500,개포동,1168010300,4,35,,86A,B2
개포래미안포레스트,119219,"('2022', 1, '25')",40000,개포동,1168010300,8,200,,86A,B2
개포래미안포레스트,119219,"('2022', 1, '18')",50000,개포동,1168010300,5,150,,86A,B2
개포래미안포레스트,119219,"('2022', 1, '14')",20000,개포동,1168010300,6,260,,86A,B2
개포래미안포레스트,119219,"('2021', 12, '22')",10000,개포동,1168010300,13,280,,86A,B2
개포래미안포레스트,119219,"('2021', 12, '2')",90000,개포동,1168010300,12,80,,86A,B2
개포래미안포레스트,119219,"('2020', 9, '18')",,개포동,1168010300,10,,189710,86B,A1
개포래미안포레스트,119219,"('2019', 6, '15')",,개포동,1168010300,33,,129928,86B,A1
개포래미안포레스트,119219,"('2021', 6, '16')",,개포동,1168010300,29,,110000,86B,B1
개포래미안포레스트,119219,"('2020', 10, '23')",,개포동,1168010300,32,,100000,86B,B1
개포래미안포레스트,119219,"('2020', 10, '21')",,개포동,1168010300,16,,100000,86B,B1
개포래미안포레스트,119219,"('2020', 10, '4')",,개포동,1168010300,12,,100000,86B,B1
개포래미안포레스트,119219,"('2020', 9, '13')",,개포동,1168010300,3,,70000,86B,B1
개포래미안포레스트,119219,"('2021', 2, '1')",10000,개포동,1168010300,3,315,,86B,B2
개포래미안포레스트,119219,"('2020', 12, '9')",50000,개포동,1168010300,14,150,,86B,B2
개포래미안포레스트,119219,"('2020', 11, '3')",65000,개포동,1168010300,35,100,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '31')",50000,개포동,1168010300,33,140,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '31')",50000,개포동,1168010300,33,140,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '23')",80000,개포동,1168010300,7,60,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '21')",45000,개포동,1168010300,8,150,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '19')",10000,개포동,1168010300,29,260,,86B,B2
개포래미안포레스트,119219,"('2020', 10, '6')",10000,개포동,1168010300,26,265,,86B,B2
개포래미안포레스트,119219,"('2021', 9, '16')",,개포동,1168010300,2,,253000,101,A1
개포래미안포레스트,119219,"('2021', 8, '17')",,개포동,1168010300,11,,250000,101,A1
개포래미안포레스트,119219,"('2021', 1, '17')",,개포동,1168010300,7,,245000,101,A1
개포래미안포레스트,119219,"('2020', 8, '24')",,개포동,1168010300,18,,235000,101,A1
개포래미안포레스트,119219,"('2019', 9, '11')",,개포동,1168010300,15,,196551,101,A1
개포래미안포레스트,119219,"('2021', 8, '21')",,개포동,1168010300,6,,130000,101,B1
개포래미안포레스트,119219,"('2021', 8, '19')",,개포동,1168010300,7,,135000,101,B1
개포래미안포레스트,119219,"('2021', 3, '22')",,개포동,1168010300,12,,130000,101,B1
개포래미안포레스트,119219,"('2021', 2, '8')",,개포동,1168010300,8,,145000,101,B1
개포래미안포레스트,119219,"('2021', 1, '28')",,개포동,1168010300,20,,133000,101,B1
개포래미안포레스트,119219,"('2021', 1, '9')",,개포동,1168010300,18,,135000,101,B1
개포래미안포레스트,119219,"('2021', 10, '30')",80000,개포동,1168010300,13,170,,101,B2
개포래미안포레스트,119219,"('2021', 9, '26')",90000,개포동,1168010300,8,130,,101,B2
개포래미안포레스트,119219,"('2021', 9, '23')",70000,개포동,1168010300,25,200,,101,B2
개포래미안포레스트,119219,"('2021', 7, '19')",80000,개포동,1168010300,11,165,,101,B2
개포래미안포레스트,119219,"('2021', 5, '4')",70000,개포동,1168010300,7,150,,101,B2
개포래미안포레스트,119219,"('2020', 9, '5')",,개포동,1168010300,14,,250000,115A,A1
개포래미안포레스트,119219,"('2020', 9, '3')",,개포동,1168010300,10,,250000,115A,A1
개포래미안포레스트,119219,"('2020', 8, '24')",,개포동,1168010300,13,,260000,115A,A1
개포래미안포레스트,119219,"('2020', 8, '20')",,개포동,1168010300,2,,240000,115A,A1
개포래미안포레스트,119219,"('2020', 8, '20')",,개포동,1168010300,2,,240000,115A,A1
개포래미안포레스트,119219,"('2020', 8, '20')",,개포동,1168010300,2,,240000,115A,A1
개포래미안포레스트,119219,"('2020', 8, '18')",,개포동,1168010300,14,,250000,115A,A1
개포래미안포레스트,119219,"('2020', 9, '21')",,개포동,1168010300,13,,255000,128A,A1
개포래미안포레스트,119219,"('2020', 9, '3')",,개포동,1168010300,28,,318000,128A,A1
개포래미안포레스트,119219,"('2021', 1, '30')",,개포동,1168010300,12,,185000,128A,B1
개포래미안포레스트,119219,"('2020', 11, '1')",,개포동,1168010300,20,,170000,128A,B1
개포래미안포레스트,119219,"('2020', 10, '28')",,개포동,1168010300,8,,171000,128A,B1
개포래미안포레스트,119219,"('2020', 10, '26')",,개포동,1168010300,3,,165000,128A,B1
개포래미안포레스트,119219,"('2020', 10, '16')",,개포동,1168010300,7,,170000,128A,B1
개포래미안포레스트,119219,"('2020', 10, '10')",,개포동,1168010300,14,,170000,128A,B1
개포래미안포레스트,119219,"('2021', 9, '6')",20000,개포동,1168010300,30,550,,128A,B2
개포래미안포레스트,119219,"('2021', 4, '14')",150000,개포동,1168010300,18,120,,128A,B2
개포래미안포레스트,119219,"('2021', 2, '19')",110000,개포동,1168010300,34,170,,128A,B2
개포래미안포레스트,119219,"('2021', 2, '19')",110000,개포동,1168010300,34,170,,128A,B2
개포래미안포레스트,119219,"('2021', 1, '16')",70000,개포동,1168010300,28,330,,128A,B2
개포래미안포레스트,119219,"('2021', 1, '15')",80000,개포동,1168010300,6,330,,128A,B2
개포래미안포레스트,119219,"('2021', 9, '4')",,개포동,1168010300,7,,310000,129B,A1
개포래미안포레스트,119219,"('2020', 9, '17')",,개포동,1168010300,32,,290000,129B,A1
개포래미안포레스트,119219,"('2018', 12, '18')",,개포동,1168010300,15,,226526,129B,A1
개포래미안포레스트,119219,"('2021', 1, '9')",,개포동,1168010300,11,,173000,129B,B1
개포래미안포레스트,119219,"('2021', 1, '9')",,개포동,1168010300,19,,170000,129B,B1
개포래미안포레스트,119219,"('2021', 1, '6')",,개포동,1168010300,18,,175000,129B,B1
개포래미안포레스트,119219,"('2021', 1, '4')",,개포동,1168010300,31,,180000,129B,B1
개포래미안포레스트,119219,"('2020', 12, '28')",,개포동,1168010300,20,,190000,129B,B1
개포래미안포레스트,119219,"('2020', 12, '11')",,개포동,1168010300,16,,165000,129B,B1
개포래미안포레스트,119219,"('2021', 1, '4')",70000,개포동,1168010300,22,290,,129B,B2
개포래미안포레스트,119219,"('2020', 11, '8')",70000,개포동,1168010300,9,240,,129B,B2
개포래미안포레스트,119219,"('2020', 11, '3')",130000,개포동,1168010300,6,120,,129B,B2
개포래미안포레스트,119219,"('2020', 10, '31')",60000,개포동,1168010300,5,200,,129B,B2
개포래미안포레스트,119219,"('2020', 10, '28')",150000,개포동,1168010300,12,60,,129B,B2
개포래미안포레스트,119219,"('2020', 10, '24')",30000,개포동,1168010300,17,400,,129B,B2
개포래미안포레스트,119219,"('2020', 8, '18')",,개포동,1168010300,21,,317000,135A,A1
개포래미안포레스트,119219,"('2021', 12, '18')",,개포동,1168010300,17,,130000,135A,B1
개포래미안포레스트,119219,"('2021', 11, '29')",,개포동,1168010300,15,,205000,135A,B1
개포래미안포레스트,119219,"('2021', 8, '27')",,개포동,1168010300,8,,220000,135A,B1
개포래미안포레스트,119219,"('2020', 11, '13')",,개포동,1168010300,23,,180000,135A,B1
개포래미안포레스트,119219,"('2020', 11, '5')",,개포동,1168010300,21,,175000,135A,B1
개포래미안포레스트,119219,"('2021', 12, '1')",50000,개포동,1168010300,16,510,,135A,B2
개포래미안포레스트,119219,"('2021', 9, '25')",30000,개포동,1168010300,19,580,,135A,B2
개포래미안포레스트,119219,"('2021', 3, '18')",70000,개포동,1168010300,9,320,,135A,B2
개포래미안포레스트,119219,"('2021', 3, '8')",80000,개포동,1168010300,9,330,,135A,B2
개포래미안포레스트,119219,"('2021', 2, '2')",20000,개포동,1168010300,10,500,,135A,B2
개포래미안포레스트,119219,"('2020', 12, '15')",,개포동,1168010300,23,,190000,136B,B1
개포래미안포레스트,119219,"('2020', 12, '4')",,개포동,1168010300,19,,180000,136B,B1
개포래미안포레스트,119219,"('2020', 10, '24')",,개포동,1168010300,27,,170000,136B,B1
개포래미안포레스트,119219,"('2020', 9, '5')",,개포동,1168010300,21,,180000,136B,B1
개포래미안포레스트,119219,"('2021', 11, '26')",40000,개포동,1168010300,22,520,,136B,B2
개포래미안포레스트,119219,"('2020', 12, '21')",120000,개포동,1168010300,13,180,,136B,B2
개포래미안포레스트,119219,"('2021', 6, '17')",,개포동,1168010300,19,,110000,148A,B1
개포래미안포레스트,119219,"('2021', 2, '9')",,개포동,1168010300,27,,210000,148A,B1
개포래미안포레스트,119219,"('2021', 1, '24')",,개포동,1168010300,16,,200000,148A,B1
개포래미안포레스트,119219,"('2020', 11, '22')",,개포동,1168010300,31,,180000,148A,B1
개포래미안포레스트,119219,"('2020', 10, '12')",,개포동,1168010300,25,,200000,148A,B1
개포래미안포레스트,119219,"('2021', 11, '1')",50000,개포동,1168010300,4,520,,148A,B2
개포래미안포레스트,119219,"('2020', 12, '3')",130000,개포동,1168010300,34,240,,148A,B2
개포래미안포레스트,119219,"('2020', 9, '9')",180000,개포동,1168010300,11,60,,148A,B2
개포래미안포레스트,119219,"('2020', 6, '27')",40000,개포동,1168010300,30,450,,148A,B2
개포래미안포레스트,119219,"('2022', 1, '3')",,개포동,1168010300,16,,220000,149B,B1
개포래미안포레스트,119219,"('2021', 5, '3')",,개포동,1168010300,2,,175000,149B,B1
개포래미안포레스트,119219,"('2020', 8, '29')",,개포동,1168010300,30,,200000,149B,B1
개포래미안포레스트,119219,"('2020', 11, '15')",110000,개포동,1168010300,26,250,,149B,B2
개포래미안포레스트,119219,"('2020', 9, '11')",80000,개포동,1168010300,15,350,,149B,B2
개포래미안포레스트,119219,"('2020', 9, '11')",120000,개포동,1168010300,11,225,,149B,B2
개포래미안포레스트,119219,"('2020', 8, '27')",130000,개포동,1168010300,10,165,,149B,B2
개포래미안포레스트,119219,"('2020', 8, '7')",30000,개포동,1168010300,19,500,,149B,B2
개포래미안포레스트,119219,"('2021', 6, '9')",,개포동,1168010300,10,,260000,174,B1
개포래미안포레스트,119219,"('2021', 3, '27')",,개포동,1168010300,27,,260000,174,B1
개포래미안포레스트,119219,"('2021', 3, '25')",,개포동,1168010300,31,,280000,174,B1
개포래미안포레스트,119219,"('2020', 10, '8')",,개포동,1168010300,8,,110000,174,B1
개포래미안포레스트,119219,"('2020', 8, '13')",,개포동,1168010300,11,,240000,174,B1
개포래미안포레스트,119219,"('2020', 10, '29')",175000,개포동,1168010300,32,150,,174,B2
개포상지리츠빌,107513,"('2021', 7, '10')",,개포동,1168010300,8,,350000,178,A1
개포상지리츠빌,107513,"('2020', 2, '12')",,개포동,1168010300,6,,215000,178,A1
개포상지리츠빌,107513,"('2017', 9, '23')",,개포동,1168010300,7,,170000,178,A1
개포상지리츠빌,107513,"('2015', 3, '13')",,개포동,1168010300,5,,128000,178,A1
개포상지리츠빌,107513,"('2012', 10, '16')",,개포동,1168010300,3,,145000,178,A1
개포상지리츠빌,107513,"('2021', 8, '20')",,개포동,1168010300,8,,150000,178,B1
개포상지리츠빌,107513,"('2018', 12, '1')",,개포동,1168010300,5,,130000,178,B1
개포상지리츠빌,107513,"('2018', 7, '18')",,개포동,1168010300,8,,120000,178,B1
개포상지리츠빌,107513,"('2018', 3, '28')",,개포동,1168010300,8,,120000,178,B1
개포상지리츠빌,107513,"('2017', 4, '3')",,개포동,1168010300,9,,120000,178,B1
개포상지리츠빌,107513,"('2015', 8, '15')",20000,개포동,1168010300,6,330,,178,B2
개포자이,8928,"('2021', 8, '19')",,개포동,1168010300,1,,254000,160,A1
개포자이,8928,"('2021', 6, '16')",,개포동,1168010300,20,,200000,160,A1
개포자이,8928,"('2021', 5, '19')",,개포동,1168010300,6,,239850,160,A1
개포자이,8928,"('2021', 1, '21')",,개포동,1168010300,13,,200000,160,A1
개포자이,8928,"('2021', 1, '13')",,개포동,1168010300,8,,239500,160,A1
개포자이,8928,"('2021', 10, '2')",,개포동,1168010300,5,,165000,160,B1
개포자이,8928,"('2021', 10, '2')",,개포동,1168010300,5,,165000,160,B1
개포자이,8928,"('2021', 7, '28')",,개포동,1168010300,16,,105000,160,B1
개포자이,8928,"('2021', 5, '28')",,개포동,1168010300,6,,40000,160,B1
개포자이,8928,"('2021', 4, '22')",,개포동,1168010300,10,,140000,160,B1
개포자이,8928,"('2021', 4, '5')",,개포동,1168010300,12,,105000,160,B1
개포자이,8928,"('2021', 6, '5')",80000,개포동,1168010300,10,45,,160,B2
개포자이,8928,"('2021', 6, '5')",80000,개포동,1168010300,10,45,,160,B2
개포자이,8928,"('2021', 2, '23')",90000,개포동,1168010300,8,140,,160,B2
개포자이,8928,"('2021', 2, '23')",90000,개포동,1168010300,8,140,,160,B2
개포자이,8928,"('2020', 12, '7')",57000,개포동,1168010300,4,173,,160,B2
개포자이,8928,"('2021', 5, '11')",,개포동,1168010300,21,,260000,183,A1
개포자이,8928,"('2020', 10, '14')",,개포동,1168010300,16,,220000,183,A1
개포자이,8928,"('2020', 8, '1')",,개포동,1168010300,8,,252000,183,A1
개포자이,8928,"('2018', 8, '20')",,개포동,1168010300,12,,200000,183,A1
개포자이,8928,"('2017', 11, '7')",,개포동,1168010300,1,,142000,183,A1
개포자이,8928,"('2021', 7, '5')",,개포동,1168010300,10,,100000,183,B1
개포자이,8928,"('2020', 11, '8')",,개포동,1168010300,2,,140000,183,B1
개포자이,8928,"('2020', 8, '1')",,개포동,1168010300,21,,145000,183,B1
개포자이,8928,"('2020', 3, '10')",,개포동,1168010300,7,,115000,183,B1
개포자이,8928,"('2019', 7, '15')",,개포동,1168010300,16,,104000,183,B1
개포자이,8928,"('2019', 7, '20')",5000,개포동,1168010300,13,350,,183,B2
개포자이,8928,"('2018', 3, '19')",90000,개포동,1168010300,7,40,,183,B2
개포자이,8928,"('2017', 10, '19')",90000,개포동,1168010300,7,40,,183,B2
개포자이,8928,"('2015', 9, '23')",90000,개포동,1168010300,7,40,,183,B2
개포자이,8928,"('2015', 5, '16')",5000,개포동,1168010300,13,380,,183,B2
개포자이,8928,"('2021', 5, '27')",,개포동,1168010300,6,,260000,201A,A1
개포자이,8928,"('2021', 1, '30')",,개포동,1168010300,19,,270000,201A,A1
개포자이,8928,"('2019', 12, '11')",,개포동,1168010300,9,,218000,201A,A1
개포자이,8928,"('2019', 11, '26')",,개포동,1168010300,18,,215000,201A,A1
개포자이,8928,"('2019', 11, '16')",,개포동,1168010300,2,,202500,201A,A1
개포자이,8928,"('2021', 6, '3')",,개포동,1168010300,6,,180000,201A,B1
개포자이,8928,"('2021', 5, '15')",,개포동,1168010300,7,,145000,201A,B1
개포자이,8928,"('2021', 1, '18')",,개포동,1168010300,2,,170000,201A,B1
개포자이,8928,"('2019', 11, '5')",,개포동,1168010300,10,,104000,201A,B1
개포자이,8928,"('2019', 5, '31')",,개포동,1168010300,7,,115000,201A,B1
개포자이,8928,"('2020', 12, '28')",120000,개포동,1168010300,12,120,,201A,B2
개포자이,8928,"('2016', 3, '31')",10000,개포동,1168010300,7,330,,201A,B2
개포자이,8928,"('2014', 4, '9')",50000,개포동,1168010300,9,170,,201A,B2
개포자이,8928,"('2014', 1, '24')",10000,개포동,1168010300,7,330,,201A,B2
개포자이,8928,"('2011', 11, '7')",30000,개포동,1168010300,9,330,,201A,B2
개포자이,8928,"('2020', 11, '18')",,개포동,1168010300,20,,240000,204B,A1
개포자이,8928,"('2020', 11, '18')",,개포동,1168010300,20,,240000,204B,A1
개포자이,8928,"('2019', 12, '11')",,개포동,1168010300,5,,202000,204B,A1
개포자이,8928,"('2019', 10, '18')",,개포동,1168010300,19,,202500,204B,A1
개포자이,8928,"('2019', 6, '5')",,개포동,1168010300,14,,211000,204B,A1
개포자이,8928,"('2021', 11, '15')",,개포동,1168010300,9,,140000,204B,B1
개포자이,8928,"('2021', 11, '2')",,개포동,1168010300,16,,126000,204B,B1
개포자이,8928,"('2021', 10, '16')",,개포동,1168010300,19,,140000,204B,B1
개포자이,8928,"('2021', 5, '27')",,개포동,1168010300,15,,160000,204B,B1
개포자이,8928,"('2020', 9, '25')",,개포동,1168010300,5,,120750,204B,B1
개포자이,8928,"('2016', 12, '30')",80000,개포동,1168010300,3,70,,204B,B2
개포자이,8928,"('2015', 8, '30')",25000,개포동,1168010300,16,310,,204B,B2
개포자이,8928,"('2014', 8, '29')",25000,개포동,1168010300,16,310,,204B,B2
개포자이,8928,"('2012', 1, '26')",15000,개포동,1168010300,14,450,,204B,B2
개포자이,8928,"('2011', 4, '16')",60000,개포동,1168010300,18,70,,204B,B2
개포현대(200동),103385,"('2021', 1, '22')",,개포동,1168010300,8,,192000,101,A1
개포현대(200동),103385,"('2019', 10, '14')",,개포동,1168010300,3,,160000,101,A1
개포현대(200동),103385,"('2019', 7, '18')",,개포동,1168010300,2,,149000,101,A1
개포현대(200동),103385,"('2018', 4, '3')",,개포동,1168010300,7,,117500,101,A1
개포현대(200동),103385,"('2018', 1, '9')",,개포동,1168010300,7,,125000,101,A1
개포현대(200동),103385,"('2021', 12, '31')",,개포동,1168010300,2,,56700,101,B1
개포현대(200동),103385,"('2021', 11, '12')",,개포동,1168010300,7,,105000,101,B1
개포현대(200동),103385,"('2021', 1, '27')",,개포동,1168010300,5,,85000,101,B1
개포현대(200동),103385,"('2020', 12, '6')",,개포동,1168010300,6,,57750,101,B1
개포현대(200동),103385,"('2020', 11, '14')",,개포동,1168010300,3,,75000,101,B1
개포현대(200동),103385,"('2021', 12, '14')",10000,개포동,1168010300,6,230,,101,B2
개포현대(200동),103385,"('2021', 5, '15')",40000,개포동,1168010300,4,120,,101,B2
개포현대(200동),103385,"('2021', 3, '15')",30000,개포동,1168010300,8,140,,101,B2
개포현대(200동),103385,"('2021', 1, '19')",30000,개포동,1168010300,3,150,,101,B2
개포현대(200동),103385,"('2020', 11, '13')",10000,개포동,1168010300,5,200,,101,B2
개포현대2차(220동),10329,"('2021', 4, '15')",,개포동,1168010300,9,,174000,98,A1
개포현대2차(220동),10329,"('2020', 6, '23')",,개포동,1168010300,4,,149500,98,A1
개포현대2차(220동),10329,"('2019', 11, '18')",,개포동,1168010300,2,,160000,98,A1
개포현대2차(220동),10329,"('2019', 6, '18')",,개포동,1168010300,4,,134500,98,A1
개포현대2차(220동),10329,"('2017', 7, '8')",,개포동,1168010300,1,,89900,98,A1
개포현대2차(220동),10329,"('2021', 10, '20')",,개포동,1168010300,1,,50400,98,B1
개포현대2차(220동),10329,"('2021', 9, '16')",,개포동,1168010300,9,,60000,98,B1
개포현대2차(220동),10329,"('2021', 6, '11')",,개포동,1168010300,6,,52500,98,B1
개포현대2차(220동),10329,"('2021', 6, '11')",,개포동,1168010300,6,,52500,98,B1
개포현대2차(220동),10329,"('2021', 3, '20')",,개포동,1168010300,5,,52500,98,B1
개포현대2차(220동),10329,"('2021', 3, '17')",,개포동,1168010300,3,,73000,98,B1
개포현대2차(220동),10329,"('2021', 8, '11')",44000,개포동,1168010300,4,20,,98,B2
개포현대2차(220동),10329,"('2021', 8, '11')",44000,개포동,1168010300,4,20,,98,B2
개포현대2차(220동),10329,"('2021', 4, '26')",50000,개포동,1168010300,8,80,,98,B2
개포현대2차(220동),10329,"('2020', 11, '19')",44000,개포동,1168010300,4,20,,98,B2
개포현대2차(220동),10329,"('2020', 3, '13')",30000,개포동,1168010300,1,75,,98,B2
개포현대5차,8967,"('2020', 12, '2')",,개포동,1168010300,4,,179500,148,A1
개포현대5차,8967,"('2020', 12, '2')",,개포동,1168010300,4,,179500,148,A1
개포현대5차,8967,"('2018', 4, '26')",,개포동,1168010300,4,,160000,148,A1
개포현대5차,8967,"('2017', 10, '23')",,개포동,1168010300,2,,121000,148,A1
개포현대5차,8967,"('2015', 4, '3')",,개포동,1168010300,1,,88500,148,A1
개포현대5차,8967,"('2021', 12, '6')",,개포동,1168010300,1,,73500,148,B1
개포현대5차,8967,"('2021', 2, '16')",,개포동,1168010300,5,,89250,148,B1
개포현대5차,8967,"('2021', 1, '9')",,개포동,1168010300,4,,120000,148,B1
개포현대5차,8967,"('2021', 1, '9')",,개포동,1168010300,4,,120000,148,B1
개포현대5차,8967,"('2019', 12, '14')",,개포동,1168010300,1,,70000,148,B1
개포현대5차,8967,"('2013', 4, '27')",10000,개포동,1168010300,1,180,,148,B2
개포현대6차,10863,"('2021', 9, '15')",,개포동,1168010300,3,,58500,116,B1
개포현대6차,10863,"('2019', 7, '23')",,개포동,1168010300,3,,52000,116,B1
개포현대6차,10863,"('2019', 1, '13')",,개포동,1168010300,6,,102000,152B,A1
개포현대6차,10863,"('2017', 7, '8')",,개포동,1168010300,5,,80000,152B,A1
개포현대6차,10863,"('2009', 8, '26')",,개포동,1168010300,5,,76000,152B,A1
개포현대6차,10863,"('2020', 11, '16')",,개포동,1168010300,4,,68250,152B,B1
개포현대6차,10863,"('2020', 1, '21')",,개포동,1168010300,3,,70000,152B,B1
개포현대6차,10863,"('2018', 11, '30')",,개포동,1168010300,4,,65000,152B,B1
개포현대6차,10863,"('2016', 11, '14')",,개포동,1168010300,4,,60000,152B,B1
개포현대6차,10863,"('2012', 5, '5')",,개포동,1168010300,5,,34000,152B,B1
개포현대6차,10863,"('2015', 8, '24')",,개포동,1168010300,2,,60000,152D,A1
개포현대6차,10863,"('2009', 6, '6')",,개포동,1168010300,5,,75000,152D,A1
개포현대6차,10863,"('2006', 12, '10')",,개포동,1168010300,2,,70000,152D,A1
개포현대6차,10863,"('2020', 9, '25')",,개포동,1168010300,5,,70000,152D,B1
개포현대6차,10863,"('2011', 8, '29')",,개포동,1168010300,2,,31000,152D,B1
개포현대6차,10863,"('2015', 1, '6')",2000,개포동,1168010300,5,200,,152D,B2
개포현대6차,10863,"('2020', 12, '28')",,개포동,1168010300,4,,80000,153E,B1
개포현대6차,10863,"('2018', 11, '30')",,개포동,1168010300,4,,75000,153E,B1
개포현대6차,10863,"('2016', 1, '11')",,개포동,1168010300,4,,60000,153E,B1
개포현대6차,10863,"('2013', 9, '13')",,개포동,1168010300,4,,45000,153E,B1
개포현대6차,10863,"('2011', 12, '26')",,개포동,1168010300,4,,47000,153E,B1
개포현대6차,10863,"('2017', 6, '26')",,개포동,1168010300,6,,79700,154,A1
개포현대6차,10863,"('2016', 1, '9')",,개포동,1168010300,7,,73000,154,A1
개포현대6차,10863,"('2017', 8, '28')",,개포동,1168010300,6,,48000,154,B1
개포현대6차,10863,"('2015', 1, '24')",,개포동,1168010300,7,,40000,154,B1
개포현대6차,10863,"('2012', 11, '6')",,개포동,1168010300,7,,35000,154,B1
경남,28,"('2021', 3, '26')",,개포동,1168010300,15,,230000,97B,A1
경남,28,"('2017', 5, '3')",,개포동,1168010300,10,,130000,97B,A1
경남,28,"('2017', 2, '11')",,개포동,1168010300,14,,120500,97B,A1
경남,28,"('2016', 6, '20')",,개포동,1168010300,14,,116000,97B,A1
경남,28,"('2016', 6, '13')",,개포동,1168010300,11,,110000,97B,A1
경남,28,"('2021', 8, '23')",,개포동,1168010300,12,,68000,97B,B1
경남,28,"('2021', 7, '9')",,개포동,1168010300,15,,100000,97B,B1
경남,28,"('2021', 6, '25')",,개포동,1168010300,6,,56000,97B,B1
경남,28,"('2020', 7, '15')",,개포동,1168010300,15,,64500,97B,B1
경남,28,"('2019', 11, '21')",,개포동,1168010300,6,,75000,97B,B1
경남,28,"('2019', 11, '17')",,개포동,1168010300,14,,68000,97B,B1
경남,28,"('2021', 2, '14')",50000,개포동,1168010300,12,150,,97B,B2
경남,28,"('2016', 7, '23')",25000,개포동,1168010300,8,130,,97B,B2
경남,28,"('2015', 2, '25')",20000,개포동,1168010300,3,190,,97B,B2
경남,28,"('2015', 2, '24')",43000,개포동,1168010300,14,60,,97B,B2
경남,28,"('2013', 9, '27')",31000,개포동,1168010300,5,100,,97B,B2
경남,28,"('2021', 3, '11')",,개포동,1168010300,3,,235000,104,A1
경남,28,"('2020', 7, '11')",,개포동,1168010300,12,,210000,104,A1
경남,28,"('2020', 7, '3')",,개포동,1168010300,3,,215000,104,A1
경남,28,"('2020', 6, '9')",,개포동,1168010300,9,,200000,104,A1
경남,28,"('2020', 2, '17')",,개포동,1168010300,2,,197000,104,A1
경남,28,"('2022', 2, '5')",,개포동,1168010300,2,,80000,104,B1
경남,28,"('2022', 1, '22')",,개포동,1168010300,2,,71400,104,B1
경남,28,"('2022', 1, '15')",,개포동,1168010300,7,,71400,104,B1
